Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,38872,19992,17914,20216,28359,18165,50681,62762
South Africa,12748,4405,3255,4318,6432,3008,24087,30795
Zambia,20086,8975,9015,13441,19242,9570,19211,25848
China,1,4,664,92,313,2624,514,2760
Pakistan,1341,1126,710,1021,1058,757,1003,1024
Uganda,124,60,139,124,23,22,1712,863
Angola,0,0,0,0,0,0,561,558
India,73,169,168,50,85,191,393,542
"Tanzania, United Republic of",232,0,1,0,161,315,363,204
United Arab Emirates,18,8,13,4,1,1,114,103
France,6,108,5,0,0,0,0,54
Canada,2307,5063,3899,1051,681,1421,50,8
Kenya,0,2,1,4,7,13,16,2
Rwanda,2,2,4,9,5,2,1,1
Australia,503,0,0,0,12,0,0,0
Belgium,6,21,23,0,0,0,0,0
Denmark,0,0,0,0,0,16,0,0
Germany,1380,49,1,0,4,0,0,0
Indonesia,0,0,2,0,11,0,0,0
Japan,4,0,0,0,0,0,0,0
Mozambique,0,0,0,0,0,222,226,0
Netherlands,0,0,0,0,0,1,0,0
Russian Federation,0,0,0,0,0,0,587,0
Spain,0,0,0,0,0,0,19,0
Switzerland,0,0,0,0,0,1,0,0
Türkiye,39,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,1752,0
Egypt,0,0,0,0,0,0,36,0
United Kingdom,0,0,0,0,0,1,34,0
United States of America,0,0,14,101,325,0,1,0
HHI,0.489390465,0.395948311,0.440380791,0.573581335,0.618494557,0.43754222,0.4946229,0.505416037
