Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,73,65,52,0,0,0,0,0,0,0,364,174,89,65,168,85,63,80
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,6,84,22,8,6,7,12,30
Congo,0,0,0,0,0,0,0,0,0,0,7,10,1,0,137,0,11,27
Namibia,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,2,6,4
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,5,13,5,0,7,7,11,3
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Cuba,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
France,4,3,23,0,0,0,0,0,0,0,193,5,8,1,5,5,1,2
Portugal,0,0,2,0,0,0,0,0,0,0,8,2,8,4,5,12,4,2
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Belgium,2,0,0,0,0,0,0,0,0,0,42,17,0,0,0,0,0,1
Brazil,0,5,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1
South Africa,0,28,6,0,0,0,0,0,0,0,5,3,2,10,2,2,2,1
United States of America,17,5,0,0,0,0,0,0,0,0,11,2,2,8,1,13,3,1
Canada,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
China,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,9,6,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Norway,0,10,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0
United Kingdom,6,11,8,0,0,0,0,0,0,0,5,0,2,2,0,1,1,0
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Argentina,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Italy,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0
Nicaragua,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Togo,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,14,0,0,9,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Burkina Faso,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.088094883,0.231195131,0.251108648,0,0,0,0,0,0,0,0.441274849,0.375221258,0.180293863,0.08705439,0.734673096,0.106367147,0.10341166,0.325821243
