Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,1,0,0,0,0,0,0,0,0,0,10906,4739,2304,6966,24456,3726,1834,6132
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,10327,4722,1152,6900,24045,3578,1655,6088
Portugal,1,0,0,0,0,0,0,0,0,0,343,1,740,43,14,28,79,19
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,26,16
Namibia,0,0,0,0,0,0,0,0,0,0,0,12,1,1,117,96,2,4
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,2,1,4,6,10,17,47,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0
Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Netherlands,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,227,0,227,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,1,0,0,0,0,0,0,0,0,0,0.919035492,0.994238391,0.410978529,0.98581929,0.97309859,0.933528568,0.862471462,0.987888623
