Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,31,25,61,91,156,570,277,916,593,1184,109,145,151,7663,5772,5649,50,1782
China,1,0,0,0,50,62,14,52,99,74,6,92,46,153,325,38,35,1760
Italy,13,3,3,0,1,0,0,0,0,125,0,0,0,0,0,0,0,13
Portugal,10,12,10,82,39,120,218,704,447,869,91,15,58,45,347,15,9,4
Spain,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,2
Brazil,0,0,2,1,1,341,25,49,5,0,0,0,0,0,0,0,0,1
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
Belgium,0,1,0,0,0,0,0,0,5,0,0,0,0,2744,835,1883,0,0
Canada,1,0,0,0,0,0,0,0,0,0,0,0,0,147,38,228,0,0
Chile,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0
Czech Republic,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,48,0,0
France,0,0,0,1,3,0,2,34,0,0,0,0,0,0,0,89,0,0
Germany,0,0,0,0,6,0,0,0,0,0,0,0,0,646,136,543,0,0
"Hong Kong, China",0,0,0,0,0,0,1,0,0,0,0,0,0,484,566,0,0,0
Israel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Japan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,84,24,0,0,0
Lebanon,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,605,926,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,281,476,0,0,0
"Taipei, Chinese",0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
Namibia,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
Netherlands,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,141,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,71,24,0,0,0
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0
Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,682,1057,1336,0,0
Singapore,0,0,0,0,0,1,0,0,0,0,0,0,0,41,25,0,0,0
South Africa,6,1,45,1,13,0,9,1,0,66,0,0,2,0,0,97,1,0
Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0
Thailand,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,3,42,1,17,5,45,11,36,43,721,488,801,0,0
Uganda,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,1,0,0,0,0,0,211,34,49,0,0
United States of America,0,0,1,5,2,1,0,1,0,0,0,0,2,514,352,240,0,0
HHI,0.213451985,0.246738566,0.562553722,0.836147477,0.26149768,0.455004127,0.682543863,0.672210793,0.636444917,0.608929345,0.685578531,0.378551515,0.217166344,0.243553255,0.148994492,0.278956532,0.502988092,0.979188518
