Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,6383,8291,10446,52,13521,28212,25483,47955,76172,72710,72589,80638,95238,93648,97090,101576,77722,66582,94072,90864
United Arab Emirates,3565,4871,4481,52,4451,16412,15019,25271,43241,41372,42230,50355,59252,55706,53379,61952,43130,35364,54090,48928
Saudi Arabia,2410,3021,4896,0,8914,11246,9565,18446,22899,25285,27015,27442,33803,33628,35976,32344,28808,28998,32543,34327
Qatar,0,0,0,0,0,0,0,89,46,6,0,7,72,85,99,356,305,193,4853,5672
Viet Nam,0,0,0,0,8,125,276,273,293,85,0,409,1579,1503,2240,1996,1902,1175,988,767
"Hong Kong, China",0,149,3,0,0,0,0,0,0,1045,1852,1591,127,0,15,1,42,687,995,403
Oman,0,0,0,0,5,12,28,5,0,21,106,139,125,192,153,431,192,1,201,337
Kuwait,0,0,0,0,0,0,18,283,853,42,23,35,23,74,357,410,221,0,178,187
China,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,89
Bahrain,0,0,0,0,0,0,22,295,1293,2749,774,123,49,2116,4114,3904,2977,155,141,88
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,66
Egypt,0,0,737,0,0,0,396,179,1758,862,44,80,179,15,8,31,48,2,5,1
Andorra,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0
Angola,0,0,0,0,0,0,0,935,3671,220,0,0,0,0,0,0,0,0,0,0
Australia,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,119,0,0,0,0
Bosnia and Herzegovina,0,0,0,0,0,0,5,14,0,0,0,0,0,46,0,0,0,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0
Colombia,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,0,0,0,0,0,0,0,562,319,187,0,0,0,270,0,0,0,0,0,0
Congo,0,17,64,0,56,17,5,0,0,0,0,0,0,1,0,4,0,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Djibouti,19,50,109,0,0,6,3,27,120,14,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,1,0,0,0,0,0,5,6,0,0,1,0,0,0
Germany,5,0,5,0,0,62,0,261,419,0,0,0,0,0,0,0,0,0,0,0
Italy,14,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Netherlands,0,1,5,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,20,11,4,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
India,0,2,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sudan (before 2012),4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,0,0,0,0,0,0,0,31,67,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0
Türkiye,0,0,22,0,0,0,11,1091,910,819,545,304,0,0,0,0,0,0,0,0
Ukraine,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
United States of America,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0
Yemen,303,126,121,0,87,141,125,78,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.535959509,0.549233702,0.483877807,1,0.555436581,0.557917373,0.59426161,0.550134338,0.5215292,0.547302808,0.522341625,0.594384766,0.60140244,0.589364605,0.528779926,0.576129678,0.541822919,0.542508109,0.532107917,0.514410181
