Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,277,82,1545,0,0,0,0,0,0,0,7549,4284,2522,3522,2174,1692,1076,1245
"Congo, Democratic Republic of the",0,1,2,0,0,0,0,0,0,0,631,1216,1007,1956,320,677,227,286
Namibia,0,0,0,0,0,0,0,0,0,0,1214,46,11,32,46,181,251,170
Spain,0,0,0,0,0,0,0,0,0,0,0,365,19,0,1,0,1,159
United Kingdom,2,1,407,0,0,0,0,0,0,0,207,224,65,51,147,63,159,154
Singapore,0,5,0,0,0,0,0,0,0,0,48,5,83,9,0,0,0,78
Australia,0,0,0,0,0,0,0,0,0,0,11,15,3,2,3,1,4,74
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,179,146,148,22,8,1,1,46
United States of America,35,0,10,0,0,0,0,0,0,0,425,555,143,289,32,25,38,44
Sweden,0,0,0,0,0,0,0,0,0,0,68,0,68,0,0,7,18,30
France,0,10,6,0,0,0,0,0,0,0,48,18,1,356,18,0,135,26
South Africa,4,3,15,0,0,0,0,0,0,0,136,133,35,68,32,25,3,19
Mozambique,0,0,0,0,0,0,0,0,0,0,8,2,4,1,66,22,7,17
Norway,0,0,731,0,0,0,0,0,0,0,85,25,45,61,1176,20,14,15
Portugal,0,0,0,0,0,0,0,0,0,0,38,147,201,28,10,0,8,15
Nigeria,0,12,25,0,0,0,0,0,0,0,144,16,111,48,21,0,26,14
Belgium,1,1,28,0,0,0,0,0,0,0,361,244,91,81,120,501,74,13
Congo,0,0,281,0,0,0,0,0,0,0,2480,177,12,43,56,91,28,13
Ghana,0,0,0,0,0,0,0,0,0,0,23,68,10,38,20,0,10,12
Cuba,0,0,0,0,0,0,0,0,0,0,0,1,3,6,16,3,24,11
Mauritania,235,0,0,0,0,0,0,0,0,0,1,2,1,0,0,21,1,11
Gabon,0,0,5,0,0,0,0,0,0,0,2,0,64,44,7,1,1,9
India,0,0,0,0,0,0,0,0,0,0,13,3,9,11,15,2,0,7
