Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,6140,2320,3270,10505,11926,16537,19244,19324
China,3259,1180,1855,8948,11513,16103,18903,18097
India,808,291,325,798,235,163,103,324
Cameroon,2,0,0,61,0,0,33,245
United Arab Emirates,843,12,5,14,16,6,9,185
South Africa,79,15,110,53,6,172,25,173
Japan,36,0,0,92,50,29,28,126
Lebanon,32,0,0,0,0,0,1,57
Kenya,257,111,85,48,39,53,16,23
"Tanzania, United Republic of",13,1,2,0,0,0,23,17
Spain,0,0,2,8,0,0,0,13
Angola,0,2,0,0,0,0,0,12
"Korea, Republic of",254,187,73,9,10,0,0,12
Uganda,112,25,69,57,1,5,0,11
Türkiye,65,1,0,0,12,0,39,9
Egypt,30,0,22,0,0,0,22,8
France,5,0,0,0,0,0,0,3
Italy,25,5,0,0,0,0,0,2
Sierra Leone,0,0,0,0,0,0,0,2
Slovakia,0,0,0,0,0,0,0,2
Brazil,0,0,0,0,0,0,0,1
Namibia,0,0,0,0,0,0,0,1
United States of America,1,464,676,246,23,0,10,1
Belgium,106,16,20,2,6,1,0,0
Germany,11,0,0,1,0,2,0,0
Ghana,1,0,0,0,0,0,0,0
"Hong Kong, China",9,0,1,0,0,0,0,0
Indonesia,9,0,0,0,0,0,29,0
"Iran, Islamic Republic of",1,0,0,0,0,0,0,0
Ireland,3,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,167,0,0,0,0
Malaysia,16,0,0,0,0,0,0,0
"Taipei, Chinese",70,0,0,0,0,0,0,0
Nigeria,0,0,17,0,8,0,1,0
Portugal,1,0,0,0,0,0,0,0
Rwanda,1,0,0,0,0,0,2,0
Saudi Arabia,3,0,0,0,0,0,0,0
Zimbabwe,8,0,0,0,0,0,0,0
Switzerland,10,0,0,0,0,0,0,0
Thailand,0,10,6,0,0,0,0,0
United Kingdom,67,0,0,0,7,2,0,0
Zambia,6,1,2,1,0,1,2,0
HHI,0.475256298,0.418637829,0.485648811,0.805533248,0.952383481,0.962588131,0.976404613,0.919752065
