Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,946,1272,1198,1162,1311,1589,1338,1318,1658,1427,5143,4766,3390,3920,4272,5250,4945,5044,5049,5131
Portugal,687,853,780,893,945,1304,967,985,1283,958,2180,1603,1515,1574,1641,2045,1908,1807,2136,2279
Türkiye,0,0,0,0,0,0,0,3,0,0,1621,1885,793,387,811,1118,1028,898,1232,1039
China,40,68,48,29,51,70,41,39,47,66,193,256,358,235,247,559,718,624,425,635
Spain,80,101,166,86,112,108,190,145,171,284,298,239,191,90,200,212,848,1069,620,493
Netherlands,3,9,9,13,10,8,4,6,7,3,263,238,82,267,74,584,87,233,191,436
Belgium,2,10,31,0,24,9,5,6,1,0,430,354,324,1181,509,439,251,285,206,158
United States of America,10,12,22,25,5,12,11,16,13,18,32,23,26,15,17,27,23,35,19,34
France,55,156,54,60,63,20,10,39,38,15,25,37,2,23,14,21,9,6,16,20
Italy,23,10,18,16,14,31,36,14,17,17,14,16,19,8,23,23,37,7,26,15
Germany,6,3,0,1,6,1,42,1,3,3,8,15,4,1,17,30,8,6,4,9
Brazil,6,32,31,16,12,8,6,8,16,5,5,1,1,0,2,27,1,6,46,4
Senegal,11,12,37,20,23,18,20,18,7,30,19,31,23,25,6,5,9,37,100,4
United Arab Emirates,0,3,0,0,0,0,0,0,2,0,1,5,0,0,0,0,2,7,2,3
Gibraltar,0,0,0,0,0,0,0,0,7,0,8,1,0,0,1,0,0,0,0,0
Andorra,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Austria,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,4,1,0,19,22,13,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,1,5,10,0,0
Japan,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lebanon,0,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Macao, China",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,14,0,90,565,157,9,1,2,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0
Viet Nam,0,0,0,0,0,0,0,22,23,6,13,15,5,0,16,0,0,0,0,0
South Africa,0,1,0,0,38,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Thailand,0,0,0,0,0,0,0,0,12,6,19,0,11,0,3,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,1,0,0,3,12,0,0,0,0,0,0,0,0
United Kingdom,1,0,0,0,6,1,1,10,3,4,2,16,4,0,3,1,1,0,1,0
HHI,0.634196206,0.580927306,0.518213914,0.677878472,0.62599925,0.758000661,0.643268217,0.676173789,0.716944899,0.616698073,0.417580623,0.40533419,0.406813186,0.336779394,0.331578116,0.29904194,0.327386657,0.313198966,0.369463797,0.3366737
