Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,22,30,1393,1898,1,192,184,455,61,11,216,2,597,272,184,140,100,362,1715
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,17,0,0,1,0,17,30,0,1,8,59,1500
Belgium,0,2,0,0,0,0,30,91,101,23,0,35,0,59,57,22,37,16,20,128
France,0,3,0,0,2,0,0,8,37,14,0,37,0,104,6,3,11,10,60,33
United States of America,0,0,0,2,0,0,4,5,6,13,0,20,0,16,10,8,7,22,78,10
Rwanda,0,1,0,0,0,0,0,0,1,0,1,5,0,28,4,3,3,0,0,9
Germany,0,0,0,0,0,0,0,0,1,0,0,9,0,59,1,3,0,0,0,7
Madagascar,0,0,0,0,0,0,0,10,0,0,0,0,0,4,1,3,0,0,0,5
Switzerland,0,12,0,0,0,0,0,6,62,0,0,30,0,1,2,0,10,12,0,4
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,2,34,0,0,5,0,2,5,8,13,4,7,3
Uganda,0,0,0,1,0,0,0,0,0,0,0,2,0,12,14,10,7,3,9,3
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,1,0,0,0,41,1,4,3,2,0,2
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Burkina Faso,0,0,0,0,0,0,0,0,46,0,0,0,0,0,44,0,1,0,0,2
China,0,0,0,0,0,0,0,0,3,0,0,0,0,1,9,70,7,0,0,1
Senegal,0,0,1,0,0,0,0,1,37,0,0,5,0,3,0,1,0,0,0,1
South Africa,0,0,0,0,1875,0,0,2,0,3,0,1,0,17,0,2,3,0,1,1
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
Canada,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1,0
Netherlands,0,0,0,0,0,0,156,2,3,0,0,3,0,93,58,1,0,1,0,0
Nigeria,0,0,0,0,0,0,0,13,54,0,0,0,0,28,1,3,0,0,2,0
Chad,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,56,0
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,7,0,0,0,3,0,0,10,4,0,39,0,1,1,0,42,0
