Exporters,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015
World,12302,15940,14553,15855,16296,17293,22429,25874,28738,35774,43593,43013,40872,58539
China,5149,6817,8404,9309,9473,10684,15731,15130,16421,18788,11031,25350,25340,27206
"Hong Kong, China",2516,1631,1246,1456,1299,629,810,2366,3575,5211,2657,6399,5453,12801
India,1444,1134,1017,1422,1466,1510,1748,2520,2862,3059,3065,3260,2649,5636
"Taipei, Chinese",586,645,463,298,318,962,887,891,1316,1801,956,1619,1681,3762
"Korea, Republic of",441,1594,244,319,372,121,151,294,627,548,601,779,648,1650
Sweden,90,194,787,343,844,953,692,796,635,1498,711,685,336,1374
Singapore,344,302,130,178,123,160,574,1329,632,784,1103,1030,744,936
Thailand,384,368,647,588,572,731,725,1129,1453,1632,18143,1480,1057,895
Japan,61,1442,211,204,134,191,182,120,54,92,107,121,263,490
Italy,58,26,24,31,55,118,21,169,37,90,281,169,260,475
Switzerland,15,4,3,13,95,31,2,1,11,8,2,15,93,441
Viet Nam,2,2,3,2,3,24,3,34,33,59,202,314,115,404
United States of America,429,357,385,272,333,178,77,101,109,281,321,50,499,369
Netherlands,12,2,94,96,71,49,22,72,82,48,71,47,25,325
Malaysia,72,227,92,596,219,133,188,198,238,789,305,786,313,278
Denmark,9,11,104,30,85,69,73,38,0,13,62,187,290,274
Germany,219,304,192,127,51,153,71,228,357,394,156,132,261,272
United Arab Emirates,62,118,106,96,67,75,63,33,31,49,62,123,121,205
Türkiye,0,0,0,4,3,1,0,1,3,133,100,164,178,123
Austria,7,1,0,0,0,39,0,0,0,21,3,18,0,120
Sri Lanka,9,140,0,0,4,6,14,0,72,241,239,81,313,101
Eswatini,0,0,1,0,0,0,5,17,0,0,0,0,0,83
Spain,278,1,160,211,333,235,24,2,13,1,7,12,6,76
Belgium,4,0,6,0,16,5,78,15,3,14,7,20,30,47
France,2,7,56,1,10,33,25,18,91,105,11,27,12,41
United Kingdom,33,114,46,73,188,54,74,117,18,26,39,41,26,38
Croatia,0,0,0,0,5,0,5,0,0,0,0,0,0,24
Poland,0,0,0,0,0,0,0,0,0,0,0,0,7,23
Saudi Arabia,0,7,0,0,1,0,0,0,0,0,0,0,19,21
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Cameroon,0,0,0,0,0,1,0,0,0,1,0,0,0,14
Czech Republic,4,3,0,0,0,0,2,0,0,0,0,0,0,6
Indonesia,5,0,3,11,14,52,90,130,5,1,4,11,0,3
Canada,3,2,5,0,3,1,7,1,10,53,57,10,71,2
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ecuador,0,0,0,0,0,0,1,41,0,0,0,0,0,2
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,0,0,26,8,0,2
Australia,1,0,45,43,10,11,0,7,5,0,0,16,0,1
Romania,0,0,0,0,0,0,0,0,0,0,35,0,0,1
Sierra Leone,0,0,0,0,0,0,0,0,0,0,10,3,0,1
Christmas Island,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands (Malvinas),0,0,0,0,0,0,0,0,0,0,0,0,20,0
"Korea, Democratic People's Republic of",10,11,4,13,0,0,0,0,0,0,0,0,0,0
Marshall Islands,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Bangladesh,0,0,38,26,0,0,0,0,0,0,0,0,0,0
Bermuda,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,17,0,0,0
Bulgaria,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Myanmar,30,43,16,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,0,0,0,0,1,2,5,0,0,0,0,0,0,0
