Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,45,0,27,599,340,158,243,221,0,0,180,69,2,0,198,7,3,2,2
Uganda,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,197,0,0,1,2
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,461,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kenya,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
Rwanda,0,45,0,0,138,340,158,243,210,0,0,178,0,2,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
HHI,0,1,0,1,0.328625463,1,1,1,0.883559144,0,0,0.962117574,0.727345517,1,0,0.982800262,0.552622199,1,0.683012702,1
