Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,2071,1194,27,7,75,13,10,19,10,22,144,263,937,1088,867,2166,3302,4718,4780,5354
United States of America,1987,1116,0,0,0,0,0,0,0,0,0,0,0,0,150,529,1261,2050,3133,4363
Viet Nam,8,6,12,2,2,9,0,0,2,13,51,10,28,101,55,665,676,925,1007,587
Japan,0,0,0,0,0,0,0,0,0,0,0,0,580,772,592,377,587,708,143,231
"Taipei, Chinese",0,6,12,0,0,0,0,0,0,0,39,0,0,0,1,0,0,0,0,43
Indonesia,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,4,74,28
India,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,21,12,5,26
Germany,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Malaysia,0,1,0,0,16,0,0,0,0,0,0,0,20,0,0,0,0,0,5,15
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Korea, Republic of",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,4,1,10
China,0,34,2,2,20,0,5,0,6,7,5,0,24,45,44,452,715,602,17,4
Thailand,12,0,0,0,0,0,0,0,1,1,6,2,32,7,11,13,20,1,9,3
Philippines,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,0,6,1
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0
Australia,16,0,0,0,0,0,0,0,1,1,41,244,251,127,0,12,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,0
Brunei Darussalam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,17,83,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Congo,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,278,0,0
Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"Hong Kong, China",6,2,1,4,28,0,0,16,0,0,1,0,0,4,0,1,0,36,0,0
Lao People's Democratic Republic,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
Portugal,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,5,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,70,0
Eswatini,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HHI,0.937599239,0.908928281,0.267943909,0.289847441,0.181888503,0.172409813,0.092490609,0.645780397,0.29614814,0.348399725,0.208837755,0.871296788,0.480453494,0.589794697,0.550307098,0.253493804,0.307180133,0.344178206,0.582903611,0.759079708
