Importers,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015
World,300,511,431,1646,2864,1702,2612,4305,2031,2479,2808,6605,8825,3186
India,2,5,6,51,433,17,59,69,98,109,412,865,1304,978
Pakistan,3,1,0,13,60,104,1,15,91,201,142,141,300,395
Mauritius,0,0,0,0,0,0,1,0,3,6,17,285,1149,371
Sri Lanka,12,1,4,0,0,6,41,18,192,30,184,632,784,292
United Arab Emirates,13,0,0,26,7,155,272,0,0,4,2,1106,997,237
Tunisia,0,0,0,1,0,0,0,0,5,19,19,51,96,161
United States of America,128,85,88,251,7,36,188,134,172,199,342,423,233,152
Italy,0,62,27,46,92,36,65,217,163,494,418,82,37,103
Australia,0,0,0,14,19,16,76,88,116,120,137,59,274,97
Canada,0,0,33,0,22,20,61,29,45,71,74,1791,1155,76
Indonesia,39,0,0,0,0,0,3,7,47,35,53,56,7,36
"Hong Kong, China",0,5,5,40,19,4,66,12,56,19,79,6,14,28
Uganda,0,0,0,0,0,0,0,0,0,0,9,14,2,28
Qatar,0,0,0,1,0,0,0,0,1,0,1,0,0,27
Czech Republic,0,0,0,0,0,0,0,0,0,0,4,0,0,21
China,1,0,0,140,33,6,16,5,2,3,134,35,1,20
Switzerland,3,0,2,2,0,0,0,0,6,2,7,0,0,19
Viet Nam,0,55,0,0,0,17,12,17,12,1,7,5,26,18
Austria,0,0,0,2,0,0,0,0,1,0,18,0,0,17
Germany,0,0,5,3,0,9,17,52,9,1,33,15,89,16
Netherlands,0,5,2,84,4,0,30,268,33,16,59,28,1,13
Spain,0,0,1,25,63,51,69,64,66,60,29,5,32,11
Bahrain,0,3,3,12,9,2,0,0,0,0,0,0,0,10
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,13,10
Malaysia,0,0,0,0,0,0,70,11,24,7,4,123,129,9
Türkiye,0,0,0,2,49,0,0,0,0,0,2,198,7,9
United Kingdom,20,61,15,767,1652,223,188,143,179,105,49,56,156,9
France,6,42,8,2,15,3,54,37,43,221,179,89,27,7
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Jordan,0,6,0,0,0,0,0,0,0,0,0,0,2,3
Sweden,0,0,0,0,0,1,6,0,4,2,1,3,1,3
Denmark,0,0,0,0,19,7,3,0,4,30,1,0,0,1
Japan,34,96,2,4,14,2,19,4,5,33,9,21,35,1
Kenya,0,0,5,0,63,62,76,0,0,0,0,0,10,1
Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Singapore,14,11,159,67,0,1,1,3,6,3,1,1,0,1
French Southern and Antarctic Territories,0,0,0,0,0,0,0,2073,0,0,0,0,0,0
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,3,0,9,45,0,2,20,0,0,154,29,164,116,0
Bhutan,0,0,9,6,5,0,0,0,0,0,0,0,0,0
Cambodia,2,0,8,2,0,2,2,3,0,0,0,0,0,0
Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Finland,0,0,0,5,0,0,20,3,3,3,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,53,0
Greece,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Honduras,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"Iran, Islamic Republic of",0,0,0,0,0,0,0,374,0,0,0,0,741,0
Ireland,0,0,0,20,248,849,1067,590,607,476,329,271,0,0
"Korea, Republic of",0,0,0,0,0,0,7,0,1,0,0,1,3,0
Kuwait,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lao People's Democratic Republic,0,0,0,0,0,11,60,13,9,5,0,1,0,0
"Macao, China",0,0,0,0,3,0,0,1,0,0,0,0,0,0
Madagascar,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Taipei, Chinese",0,0,34,4,0,35,37,0,0,4,0,0,14,0
"Moldova, Republic of",0,0,0,0,0,0,0,0,1,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,3,0,0,0,1,0
Oman,0,0,0,0,0,0,0,0,0,0,0,0,49,0
Nepal,0,2,0,0,7,0,1,0,0,0,0,0,0,0
New Zealand,0,0,0,1,0,0,0,7,0,5,0,68,1,0
Nicaragua,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Norway,0,0,0,0,14,5,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,0,63,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,32,0,0,1,0,0,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Russian Federation,20,5,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Saudi Arabia,0,0,1,1,0,1,0,3,19,12,2,7,17,0
Sierra Leone,0,0,0,0,0,0,0,1,1,0,10,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Thailand,0,1,1,1,4,0,0,3,3,12,10,0,0,0
Ukraine,0,0,3,0,0,9,0,0,0,0,1,0,0,0
Egypt,0,0,0,0,0,0,0,5,0,12,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,13,0
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,3,0,0,0,0,0,0
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,931,0
Zambia,0,0,0,3,0,0,0,0,0,0,0,0,0,0
HHI,0.294399916,0.163939315,0.297935599,0.399693624,0.503912749,0.426487469,0.32644208,0.4178368,0.234562145,0.197658506,0.164167881,0.234919009,0.185231914,0.257110835
