Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,8356,7288,4227,7012,10568,10398,18203,30398
China,5722,5953,3346,5337,9163,8562,13416,25004
South Africa,1567,450,238,920,628,1360,3394,2201
United Arab Emirates,281,227,165,177,102,43,319,1887
India,163,150,96,81,201,78,92,411
Australia,1,4,90,131,27,11,238,201
France,73,27,10,36,63,27,150,108
Zambia,53,165,15,28,30,51,62,106
Lebanon,0,4,0,0,0,0,2,82
United States of America,59,11,10,43,66,11,17,77
Belgium,53,75,51,71,52,29,18,72
"Taipei, Chinese",0,14,14,8,36,54,75,63
Kenya,61,47,31,6,5,11,6,59
Germany,1,10,7,13,16,9,24,32
United Kingdom,4,0,6,1,1,0,5,19
Viet Nam,0,0,0,0,0,0,0,12
Türkiye,28,23,0,3,0,12,5,8
Uganda,19,36,87,11,67,44,7,8
Switzerland,45,0,0,0,11,0,4,7
Angola,0,0,0,0,0,0,2,6
Senegal,1,0,0,0,0,1,0,6
"Korea, Republic of",3,4,8,5,0,1,4,5
Spain,23,0,17,82,82,39,98,5
"Tanzania, United Republic of",54,8,0,0,0,0,0,5
Denmark,0,0,0,0,0,0,100,3
Finland,2,0,21,0,0,0,0,2
Italy,10,2,11,1,13,0,12,2
Lesotho,0,0,0,0,0,0,0,2
Latvia,0,0,0,0,0,0,0,2
Nigeria,8,54,0,0,0,0,0,2
Netherlands,2,0,0,0,0,0,0,1
Portugal,2,0,0,0,0,0,0,1
Tunisia,0,0,0,0,0,1,0,1
Burundi,0,0,0,0,0,1,0,0
Canada,0,2,0,52,0,0,0,0
Czech Republic,5,0,0,0,0,0,0,0
"Hong Kong, China",74,0,0,0,0,14,0,0
Indonesia,27,3,0,0,0,0,0,0
Israel,7,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,4,0,0,0
Japan,3,0,0,0,1,0,1,0
Morocco,0,0,0,0,0,10,0,0
Namibia,0,10,0,0,0,0,0,0
Norway,2,0,0,0,0,0,0,0
Pakistan,0,6,0,0,0,24,0,0
Rwanda,0,0,0,0,0,3,2,0
Singapore,1,4,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,18,0
Thailand,2,0,1,0,0,0,0,0
Ukraine,0,0,0,7,0,0,133,0
Uruguay,1,0,0,0,0,0,0,0
HHI,0.650535709,0.774432171,0.734741108,0.708037444,0.830621735,0.790092581,0.70233558,0.791349854
