Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,563,800,876,604,1876,1378,2466,1768,2461,1978,689,831,854,1276,707,766,983,1253
Portugal,251,273,268,339,987,842,1293,1188,1483,1100,280,440,466,632,374,551,775,605
Spain,0,7,15,7,128,19,377,56,17,38,9,0,35,129,2,0,1,201
United States of America,32,83,215,19,56,83,41,110,69,74,18,8,74,47,64,22,18,182
China,0,19,0,13,102,138,518,160,287,465,179,193,104,97,93,65,69,64
Türkiye,0,0,0,0,0,0,0,0,1,3,0,17,2,0,0,0,11,41
South Africa,177,217,19,48,307,36,28,59,130,60,30,108,27,129,13,66,20,31
Germany,1,4,147,1,0,0,0,9,0,0,0,0,1,56,2,10,3,26
Belgium,5,10,29,0,19,0,4,4,25,12,1,4,1,36,6,3,13,19
Namibia,3,0,0,60,23,3,11,14,15,14,3,0,17,2,8,0,1,12
India,0,105,1,0,0,0,2,0,3,4,1,0,0,0,1,3,3,12
France,5,22,56,11,6,6,1,5,3,4,1,7,0,3,16,8,8,8
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Switzerland,0,0,0,1,0,0,0,7,1,0,0,0,1,0,0,0,1,8
Ecuador,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Brazil,26,48,30,8,64,69,99,61,215,120,1,16,9,28,10,1,5,5
Congo,2,0,0,5,69,2,4,0,2,0,0,1,0,0,0,1,0,5
United Arab Emirates,35,0,0,2,5,15,23,26,18,24,80,9,7,22,9,1,8,4
"Hong Kong, China",0,0,0,10,0,4,12,0,0,2,0,0,0,0,0,0,0,2
Netherlands,5,0,0,0,3,0,0,2,0,22,13,0,7,9,0,1,7,2
Nigeria,0,0,15,1,6,0,0,0,0,0,0,0,0,0,2,0,1,2
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colombia,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,0,4,52,14,25,3,0,0,6,4,1,1,5,18,5,5,7,1
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Qatar,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,0,0,0
British Virgin Islands,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
