Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,35,0,0,0,0,0,0,0,0,0,0,22,25,24,13,21,24
China,0,0,0,0,0,0,0,0,0,0,0,0,3,22,15,11,11,12
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,0,7,6
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
"Congo, Democratic Republic of the",0,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
HHI,0,1,0,0,0,0,0,0,0,0,0,0,0.417766028,0.61810018,0.277704891,0.522099367,0.120165958,0.178511302
