Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,2303,0,3076,4492,5453,6160,6443,5391,3335,4277,3083,5051,3755,4087,4959,4946,4644,4993
Cameroon,20,0,0,0,0,0,334,26,0,4,0,14,65,0,2057,2149,1848,3002
United Arab Emirates,0,0,0,0,0,0,0,2,21,50,0,0,56,162,606,532,787,985
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,883
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,129,138,95
Lebanon,0,0,0,0,0,0,261,0,0,0,0,0,0,1,0,0,0,16
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,12
Chad,30,0,0,0,0,425,0,347,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,250,0,0,997,0,0,0,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,9,0
France,2252,0,5,0,0,0,1096,0,0,0,0,0,53,0,0,0,0,0
Gabon,0,0,3070,4199,5453,5694,469,4758,3313,1352,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0
Netherlands,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,392,0,0,2757,3083,4979,3529,3869,2080,2106,1242,0
Viet Nam,0,0,0,43,0,40,0,258,0,114,0,58,52,55,0,0,0,0
South Africa,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,3,0,0
Togo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0
HHI,0.947900813,0,0.995388123,0.849703367,1,0.853889337,0.076070868,0.794192535,0.977545588,0.49082953,1,0.966440704,0.892000268,0.895170435,0.208036039,0.355063106,0.225802666,0.420896858
