Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,2,0,5,2,2,21,22,4,17,40,44,86,85,98,71,99,113,10,67,92
China,0,0,2,0,1,20,2,1,17,40,39,83,71,89,70,97,113,10,67,60
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25
United States of America,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4
"Korea, Republic of",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Germany,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Canada,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
India,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Thailand,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0.273205081,1,0,0.841480405,0.153437599,0.082863336,1,1,0.779125981,0.918292752,0.492572334,0.791510246,0.95225595,0.931203752,1,1,1,0.472265269
