Importers,Exported value in 2003,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,70,132,3,26,0,0,4,2,3,0,0,0,39,20,30,168,2,23
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Cameroon,70,132,3,26,0,0,0,2,3,0,0,0,1,1,30,1,2,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,38,10,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
HHI,1,1,1,1,0,0,1,1,1,0,0,0,0.913607757,0.208304597,1,0.797795555,1,1
