Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,21066,17756,14127,13356,13504,14380,23080,49409
China,6040,6438,3110,4650,6314,8210,9054,33832
South Africa,1264,1612,2209,713,1424,790,3408,3009
India,4100,3577,2641,3412,1959,653,1746,2535
Belgium,914,562,602,454,405,924,1451,1803
Germany,1072,706,753,580,540,336,553,1311
United Arab Emirates,1525,592,798,469,476,432,948,1039
Australia,23,1,3,11,4,207,10,657
Greece,38,74,169,137,455,521,282,618
"Tanzania, United Republic of",72,43,54,20,18,46,252,486
Zambia,466,117,113,102,166,263,235,430
Kenya,1220,330,103,284,316,457,567,369
Spain,367,64,139,13,12,36,216,344
Türkiye,184,105,100,122,38,46,143,334
Lebanon,1182,383,222,466,267,401,491,331
Uganda,936,1404,731,345,180,252,162,321
France,86,110,314,191,101,58,300,272
Canada,9,28,25,24,8,19,8,175
Burundi,0,0,0,0,0,3,101,172
"Hong Kong, China",132,13,1,2,6,2,28,167
Italy,112,716,538,499,142,33,824,164
Rwanda,17,7,15,16,7,80,127,160
United States of America,92,197,294,150,210,43,157,139
Netherlands,9,7,4,0,2,52,311,108
Switzerland,47,84,131,9,11,6,102,90
Finland,0,2,3,0,15,1,2,87
Malaysia,4,42,0,10,4,0,12,84
Egypt,69,0,22,55,73,79,3,68
Angola,3,48,22,21,7,88,38,66
Pakistan,90,69,49,76,26,55,113,50
Japan,107,35,11,7,2,39,6,47
Poland,2,237,198,289,87,105,50,39
Thailand,0,0,0,8,9,0,0,27
United Kingdom,230,4,63,15,14,12,1207,22
Portugal,7,6,9,21,2,48,7,15
Norway,0,2,82,0,0,0,10,9
Sweden,12,32,2,6,2,5,2,6
"Taipei, Chinese",2,0,0,3,0,2,99,5
Brazil,0,9,0,0,2,0,0,3
Morocco,1,0,53,5,1,2,6,3
Senegal,2,1,0,0,0,10,0,3
Indonesia,3,0,0,0,0,0,0,2
Ireland,482,0,0,2,4,5,2,2
Côte d'Ivoire,0,0,148,0,0,0,0,2
Jordan,0,0,0,0,0,0,0,1
Lithuania,0,0,0,1,0,0,1,1
Mexico,0,0,0,0,0,0,0,1
Eswatini,1,5,0,0,0,0,1,1
"Korea, Democratic People's Republic of",3,0,0,0,0,0,0,0
Albania,0,0,0,0,22,0,0,0
Algeria,0,0,16,0,0,0,0,0
Austria,0,0,0,0,3,0,0,0
Bangladesh,0,0,0,0,2,0,0,0
Botswana,0,0,0,1,0,0,0,0
Cameroon,0,0,0,0,2,7,0,0
Congo,0,0,0,4,0,0,3,0
Czech Republic,0,0,0,1,0,0,0,0
Benin,0,0,0,0,0,0,5,0
Denmark,0,0,2,0,0,0,0,0
Djibouti,0,1,0,0,0,0,0,0
Gabon,0,0,1,0,0,0,0,0
Georgia,0,0,0,0,0,6,0,0
Ghana,2,0,0,3,0,1,2,0
Hungary,0,0,14,0,0,0,0,0
Israel,0,0,1,0,0,0,4,0
"Korea, Republic of",9,1,0,1,0,0,1,0
Lao People's Democratic Republic,0,11,0,0,0,0,0,0
Luxembourg,1,0,0,0,59,0,0,0
Mali,0,0,0,1,0,0,0,0
Mauritius,0,0,0,0,0,0,7,0
Oman,22,1,0,0,0,0,0,0
Namibia,36,49,340,100,85,42,0,0
Nepal,0,0,0,0,0,0,2,0
Nigeria,0,0,18,2,0,2,11,0
Philippines,59,0,0,0,0,0,0,0
Romania,4,0,0,0,0,0,0,0
Russian Federation,0,13,0,0,0,0,0,0
Saudi Arabia,0,0,0,8,0,0,0,0
Serbia,4,0,0,0,0,0,0,0
Singapore,0,8,4,44,15,2,9,0
Viet Nam,0,0,0,1,0,0,0,0
Slovenia,0,4,2,0,4,0,0,0
Ukraine,0,1,0,1,0,0,0,0
Burkina Faso,0,3,0,0,0,0,0,0
HHI,0.272855204,0.342618266,0.23461555,0.352020383,0.421139538,0.508924627,0.34688062,0.639125959
