Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,383,1134,282,3767,11847,2708,5781,18935,12702,20161,3161,6568,6735,8035,5146,9960,6886,5543
Namibia,0,786,0,841,8677,354,651,837,5409,13196,1304,1212,3484,3870,2616,2162,3710,3048
South Africa,48,33,93,84,1974,450,233,1150,620,602,447,984,1138,1158,710,1229,954,781
Netherlands,3,3,3,0,0,0,0,363,504,867,422,1543,880,1861,959,104,999,755
Portugal,146,142,24,22,6,25,319,369,430,901,385,424,916,774,386,271,315,301
Zambia,4,59,34,0,0,0,23,1,137,201,79,135,139,71,193,112,199,252
Germany,0,0,0,0,0,0,0,0,19,84,171,98,0,0,0,0,49,187
Belgium,0,1,0,0,0,0,6,3,0,5,332,25,56,90,79,46,237,120
United States of America,0,9,6,61,0,19,0,0,0,4,0,4,7,10,11,1,5,45
France,0,1,8,3,1,1,0,25,0,3,3,0,0,5,0,32,65,42
Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,4
Brazil,33,0,13,2692,744,1856,4287,12843,5394,4261,2,2115,13,3,1,8,18,2
"Congo, Democratic Republic of the",10,7,17,0,251,0,226,229,170,0,0,0,0,25,9,13,5,2
India,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5980,0,0
Australia,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Canada,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,17,0,0,7,7,1,0,3,0
Congo,3,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,8,7,1,2,3,4,0,1,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Ecuador,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Ethiopia,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0
Israel,0,0,0,0,0,0,0,0,0,0,0,4,12,28,55,0,8,0
Italy,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
Kenya,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,1,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Malawi,0,0,1,0,0,0,30,58,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,1,0,31,123,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Philippines,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,2,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0
Russian Federation,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Zimbabwe,131,57,82,61,73,0,0,0,2,0,0,0,0,0,0,0,0,0
Spain,0,0,0,3,0,0,0,41,3,0,0,0,1,0,32,0,182,0
Switzerland,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,3004,0,1,1,2,21,0,0,0,3,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
United Kingdom,5,33,0,0,0,2,0,6,5,1,0,0,0,0,1,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0
HHI,0.302910271,0.591356941,0.226961676,0.624091155,0.631213498,0.56275067,0.631327781,0.597280296,0.454598742,0.596137061,0.316348318,0.311258976,0.450311162,0.427264937,0.440464969,0.509404616,0.462119702,0.43978733
