Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,329,124,14,0,0,0,0,0,0,12,0,0,0,3,20,0,431,3,222,83
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,213,55
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,11
Belgium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0
Singapore,329,124,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0
Viet Nam,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,1,1,0.765493476,0,0,0,0,0,0,1,0,0,0,1,1,0,0.264005069,0.130590976,0.919426402,0.296653803
