Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,28,303,403,504,293,826,769,553,800,87,126,713,420,42,126,2,5,19,68,24
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,4,14
Mali,27,0,0,0,0,334,736,453,521,87,125,549,98,0,0,0,0,0,0,5
France,0,0,0,11,2,2,0,0,0,0,1,0,0,0,1,2,4,19,38,3
Côte d'Ivoire,2,286,79,428,19,0,0,0,187,0,0,0,282,0,32,0,0,0,20,3
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
Benin,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,10,33,65,84,478,33,100,0,0,0,0,21,42,67,0,0,0,0,0
Nigeria,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,155,0,8,0,0,0,92,0,0,164,0,0,0,0,0,0,6,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.887083756,0.86928585,0.108056452,0.66691311,0.431238104,0.412243041,0.856769249,0.449936488,0.293553161,1,0.973011453,0.329473721,0.428325376,1,0.248834175,1,0.401219067,1,0.349673381,0.288302069
