Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,35159,47537,63993,75709,169393,135691,146785,234023,182334,217073,73910,57131,80080,84888,72978,33789,35248,55042
China,7455,7794,4445,15211,48714,44670,51505,97187,69412,69141,40694,21476,35936,34847,29882,11761,12476,18759
Portugal,14801,20242,29695,30831,61084,49468,57523,91023,75938,75820,19293,20416,24304,22298,16625,11835,10861,17472
India,0,0,0,110,1577,1104,1658,2399,1850,1874,1090,4244,6073,12725,13176,4515,5578,9034
Spain,1673,3434,7148,9203,12232,13842,11212,14221,12513,17681,5538,3728,5436,3809,2422,1558,1917,2431
Germany,226,1042,130,753,1047,671,314,2346,705,1117,98,224,218,405,3553,1328,400,1183
Türkiye,0,135,0,42,130,91,509,279,201,171,102,218,338,325,360,432,491,1057
United States of America,549,83,181,883,476,339,1238,1160,1257,2784,1315,919,335,968,1448,101,174,1021
United Arab Emirates,3506,936,963,1675,3644,1345,1600,4111,2666,2702,974,340,463,1238,300,614,502,932
Belgium,2170,390,424,446,2354,890,86,343,587,652,197,267,1390,2329,1568,186,481,622
South Africa,954,1516,2205,876,3416,1698,1749,1997,1554,2377,655,1509,2317,848,702,224,545,567
Brazil,2089,8730,14568,9410,19622,15081,8712,9089,6620,9233,1806,1905,1687,1556,542,423,495,533
Poland,0,0,0,0,44,22,1,0,0,8,1,6,31,3,3,59,406,267
Indonesia,0,0,0,135,602,49,70,250,73,10,2,39,0,32,53,1,19,125
Namibia,331,8,0,390,7031,857,1349,2149,973,1037,152,66,119,74,114,16,39,121
France,380,188,494,136,305,373,410,679,294,239,212,111,142,84,587,109,239,116
Italy,339,1785,1011,756,2024,1400,1830,1971,2298,1199,462,408,156,314,704,135,103,98
Egypt,0,0,0,2,12,101,52,61,36,7,13,15,4,0,5,2,3,73
Canada,217,59,0,0,1,48,31,0,18,7,7,1,7,37,18,22,31,68
Lebanon,1,144,147,110,340,77,104,78,209,141,102,18,84,51,323,75,11,61
Morocco,0,0,0,0,0,1,10,0,0,17,0,0,4,0,5,0,0,54
"Korea, Republic of",25,0,38,116,263,908,66,59,43,13,113,14,64,3,6,3,1,52
Cyprus,0,0,0,0,63,23,4,5,10,409,0,0,0,0,0,0,0,46
"Hong Kong, China",0,0,81,638,116,66,95,28,131,361,131,101,58,108,23,8,28,45
Zambia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45
Switzerland,0,0,390,63,682,109,122,457,211,133,76,400,34,92,2,71,4,36
United Kingdom,7,110,103,73,67,238,2784,379,77,296,29,43,71,748,91,20,62,34
Singapore,0,3,0,35,470,402,217,526,285,286,103,17,6,57,101,60,80,33
Malta,0,0,0,0,0,0,0,0,12,66,0,0,0,0,97,3,0,21
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16
Denmark,0,0,26,25,11,43,1,4,137,319,2,23,0,86,0,22,12,15
Qatar,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,0,4,15
Luxembourg,4,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Netherlands,2,4,97,44,116,31,561,166,140,75,76,33,91,38,42,31,39,12
Congo,188,0,0,222,703,92,76,22,1,0,0,54,32,7,44,1,53,7
Ecuador,0,0,0,2,0,0,0,30,0,0,0,0,0,0,0,0,0,7
Viet Nam,0,0,0,103,31,59,202,562,383,189,65,13,65,261,35,1,23,7
Mexico,0,0,0,0,0,11,0,1,1,1,12,5,0,5,2,1,0,6
Japan,0,0,0,26,454,70,72,22,14,10,2,1,0,8,2,50,1,5
"Congo, Democratic Republic of the",0,0,0,4,3,0,0,0,0,0,1,1,13,0,2,1,2,4
Mozambique,0,0,1171,3,0,1,22,22,1,0,0,3,251,6,1,1,1,3
Pakistan,0,0,0,24,0,0,21,0,0,23,0,0,0,1210,30,7,6,3
Czech Republic,0,13,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2
Kazakhstan,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2
Nigeria,0,0,395,35,0,15,2,0,1,2,0,0,7,2,1,1,8,2
Norway,52,97,0,3,19,4,14,10,27,23,1,50,1,0,0,2,0,2
Australia,0,0,0,1,0,57,0,0,21,81,0,0,0,5,3,0,1,1
