Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,329,265,148,475,485,161,2007,2138,798,691,363,681,5021,11847,12199,14840,16002,19259,20757,41684
United States of America,1,1,1,72,271,44,887,611,141,0,33,0,733,2100,2525,4789,6925,10907,12074,29430
China,3,17,15,196,54,7,1,48,33,264,30,139,116,251,276,230,792,822,2667,3986
Japan,0,0,0,2,0,1,165,47,0,0,1,301,2051,4087,5871,5883,5017,3596,2460,2151
United Kingdom,0,0,0,0,50,0,0,0,0,0,0,0,4,322,297,69,168,173,227,1754
Netherlands,173,0,0,0,0,0,740,1247,505,0,0,0,27,234,58,143,81,258,92,1365
Canada,0,0,0,0,0,0,0,1,60,0,0,0,1547,2695,2058,2434,1269,1638,607,737
Germany,0,0,0,0,0,0,0,0,0,0,0,0,95,457,378,306,205,152,89,655
Australia,0,0,0,0,0,0,0,0,0,0,0,0,43,120,103,116,328,402,502,505
Viet Nam,23,90,72,37,23,15,16,3,16,189,248,108,148,74,72,102,229,369,668,336
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,147,97,206,171,75,244,103
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,91
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,36,52,164,28,102,85,75
Poland,0,0,0,0,0,0,0,0,0,0,0,0,11,33,67,76,68,49,117,74
Denmark,0,0,0,0,20,0,60,0,0,0,0,0,0,96,16,29,26,29,42,67
"Taipei, Chinese",10,1,20,39,4,4,0,10,10,0,0,0,10,30,39,133,30,56,75,58
"Hong Kong, China",71,28,26,7,30,6,62,17,3,131,5,18,23,10,25,25,171,209,130,56
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,170,26,26,21,17,75,54
Bangladesh,0,13,0,0,0,20,6,0,0,0,0,11,7,2,0,2,60,2,3,49
Philippines,0,0,3,96,0,0,14,2,1,0,6,12,0,0,8,19,96,10,91,44
South Africa,0,6,0,0,0,0,0,3,0,0,0,1,0,13,0,5,0,40,49,18
Malaysia,3,2,0,8,16,0,0,130,0,0,0,12,90,661,85,0,8,6,12,12
France,0,0,1,0,0,0,0,0,0,0,0,0,0,46,24,17,11,12,20,11
Sri Lanka,0,2,0,11,0,0,0,0,8,0,2,0,0,0,1,0,0,122,4,10
Jordan,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,29,9
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,5,192,0,6,9
Myanmar,0,8,0,1,0,39,0,0,0,0,7,0,0,1,0,6,5,10,322,6
Norway,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,5,5,13,0,6
Singapore,19,0,0,2,0,0,0,0,0,0,0,0,13,10,3,2,0,0,0,5
Thailand,1,0,0,0,0,0,0,6,2,3,3,5,28,86,86,34,41,14,24,3
Indonesia,18,37,8,4,14,4,33,14,19,84,18,57,34,129,5,0,13,11,30,2
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,4,2
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,18,0,0,0
Brunei Darussalam,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Korea, Republic of",0,3,4,0,1,0,8,0,0,0,10,0,1,8,0,3,0,0,4,0
Lao People's Democratic Republic,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Luxembourg,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
India,0,5,0,0,0,0,0,0,0,0,0,18,3,0,0,5,0,27,0,0
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
Spain,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,54,0,0
Eswatini,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HHI,0.417843296,0.235679307,0.321883849,0.305396614,0.39654701,0.156350554,0.423450583,0.520113138,0.518327474,0.192154425,0.566412275,0.314335137,0.411546316,0.338517132,0.445963029,0.43273862,0.439749026,0.516775491,0.522864195,0.656088262
