Importers,Exported value in 2003,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,42,0,76,1,854,468,7,149,105,0,0,0,11,0,2,102,30,71
France,0,0,0,0,228,0,0,133,1,0,0,0,0,0,0,5,30,41
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Cameroon,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Chad,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,1,0,0
China,0,0,0,0,0,0,0,16,0,0,0,0,11,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,104,0,0,0,0,0,2,0,0,0
"Congo, Democratic Republic of the",0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0
India,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
United States of America,35,0,0,0,626,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.487310034,0,1,1,0.249305547,1,0.072806663,0.655346574,0.967640005,0,0,0,1,0,1,0.807647474,1,0.333796124
