Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,12,4,0,0,0,0,0,0,0,0,3,2,3,6,0,9,0,0,6,0
Belgium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0
Ethiopia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Thailand,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,2,0,0,0,0
United States of America,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HHI,0.246242919,0.082863336,0,0,0,0,0,0,0,0,0.130590976,1,1,0.130590976,0,0.34754754,0,0,1,0
