Exporters,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019
World,19671,16634,40689,43549,227103,284425,110918,60103,51420,96751,89624,80863
Pakistan,3857,5419,15288,21395,105203,88718,30972,17792,16916,34460,31163,34270
India,4494,1854,5251,4973,14613,37743,7028,5584,8417,23665,24141,23603
China,2746,2791,3776,4286,38822,26598,6368,5420,5307,6513,4797,4857
Türkiye,1442,386,1537,507,743,11920,2138,1727,1798,5840,5711,3458
"Iran, Islamic Republic of",4964,3024,7861,5514,6770,26264,24225,2721,2685,7599,6351,2522
Bangladesh,216,241,1132,952,13164,26708,2287,1223,1226,2829,2964,2052
Indonesia,364,242,376,500,8742,9452,370,366,360,1440,2163,1472
Germany,68,534,912,613,0,0,706,1144,1030,2361,2051,1309
Uzbekistan,0,0,64,0,108,328,315,4095,5300,2470,2204,1173
Ireland,144,238,986,497,4556,2566,1200,798,390,937,462,875
Jordan,0,0,0,0,2019,0,898,418,557,893,450,848
Russian Federation,0,77,56,38,202,230,514,180,466,550,435,729
Viet Nam,0,0,0,2,0,14,59,124,48,390,717,611
Spain,14,0,164,3,1798,75,459,0,380,1078,684,458
United Arab Emirates,149,453,916,1216,1891,28499,29023,1285,439,1272,979,380
"Korea, Republic of",0,139,424,207,4241,16891,603,297,339,933,729,323
Finland,0,0,0,0,0,0,0,0,6,0,609,316
Aruba,0,0,0,0,0,0,0,0,0,157,331,182
Netherlands,0,8,40,100,31,10,708,106,41,118,314,160
Belarus,0,0,0,0,0,0,0,0,0,63,0,140
United Kingdom,109,296,118,252,2260,222,681,108,152,524,565,136
France,0,22,56,74,2460,270,209,17,112,245,210,134
Malaysia,69,65,136,183,6106,679,305,80,232,276,273,104
Lebanon,0,0,0,0,0,0,0,0,0,22,22,103
Tajikistan,0,0,25,62,2805,2251,139,7,36,0,0,99
Belgium,0,0,16,0,0,36,0,0,44,78,0,89
Ukraine,0,0,0,0,0,0,0,0,29,44,176,83
Egypt,11,79,352,180,8760,4229,86,154,0,442,186,79
Sweden,0,43,110,49,0,0,0,0,167,225,258,61
Italy,0,0,173,0,237,130,2,149,85,89,102,42
Canada,0,0,272,98,141,0,361,0,22,34,63,40
Hungary,0,0,0,57,32,0,110,0,6,2,8,33
"Hong Kong, China",87,0,66,248,46,0,14,0,127,71,58,26
Nepal,0,0,0,0,0,0,0,0,0,0,0,26
Kazakhstan,0,0,0,0,0,0,0,5674,3057,0,0,18
Morocco,0,0,0,0,0,0,0,0,0,51,28,16
Czech Republic,0,0,0,0,2,0,0,0,6,16,41,14
Saudi Arabia,353,362,173,574,195,199,401,0,783,0,3,6
Singapore,0,27,0,0,0,0,0,0,0,73,73,3
South Africa,0,0,0,0,0,0,0,0,0,0,2,3
Japan,20,0,265,212,12,0,17,92,112,77,89,2
Philippines,0,0,0,0,0,0,0,0,0,1,1,2
United States of America,16,190,9,107,701,108,246,6304,189,73,122,2
"Korea, Democratic People's Republic of",491,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,0,0,0,0,33,0,0,0,0,0,0,0
Turkmenistan,0,0,0,0,0,0,0,3991,34,0,0,0
Albania,0,0,0,114,0,99,0,0,0,0,0,0
Azerbaijan,3,0,0,0,0,0,0,0,0,0,0,0
Argentina,0,0,0,0,0,37,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,6,1,23,0
Austria,0,0,0,17,0,0,0,0,0,4,24,0
Brazil,0,0,0,0,0,0,0,0,16,0,5,0
Bulgaria,31,0,10,0,0,0,0,0,3,0,0,0
Sri Lanka,0,0,0,85,0,53,0,0,0,0,0,0
Denmark,0,95,79,131,0,17,0,0,0,2,30,0
Ecuador,0,0,0,0,0,0,0,0,0,5,0,0
Ethiopia,0,0,0,0,0,0,0,0,39,0,0,0
Estonia,0,0,0,0,0,0,0,0,2,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,1,0
Kenya,0,0,0,5,0,0,432,0,0,0,0,0
Lithuania,0,0,0,0,0,0,40,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,14,0,0,185,360,679,0,0
Oman,0,0,0,0,0,0,0,0,0,29,0,0
New Zealand,0,17,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,0,0,0,0,0,6,3,4,0
Poland,0,0,0,0,2,14,0,0,20,0,0,0
Romania,0,0,0,212,44,0,0,0,0,0,3,0
Serbia,0,0,0,0,0,0,0,0,0,77,0,0
Slovakia,0,0,0,0,0,0,0,0,13,0,0,0
Switzerland,0,0,3,81,0,0,0,0,41,4,0,0
Syrian Arab Republic,0,0,0,0,350,0,0,0,0,0,0,0
Thailand,26,32,42,2,0,64,0,64,19,39,0,0
HHI,0.269424223,0.282188371,0.339283038,0.436056899,0.403332784,0.262605852,0.32985313,0.224698061,0.304354002,0.358151879,0.361732221,0.436733709
