Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,2569,9297,16569,2191,351,281,6722,7393,20245,4456,7740,25977,63801,66835,120571,197226,133,112,1777,9239
United Kingdom,495,2415,6639,1105,8,11,8,45,9,10,7294,17605,50039,56280,115827,189109,11,0,1563,6943
Switzerland,8,0,0,0,0,0,0,0,0,59,0,7257,11236,7725,4442,7731,0,0,0,1498
Zimbabwe,23,7,7,0,14,9,0,5,28,0,12,19,34,19,23,135,5,48,73,523
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
South Africa,1798,6294,8693,949,19,24,6613,6813,19515,3983,23,63,42,31,102,92,15,1,0,125
"Congo, Democratic Republic of the",70,310,515,26,44,32,41,61,45,3,32,6,3,47,3,7,60,10,4,3
Botswana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,9,0,0,1
Algeria,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,2,0,0,0,0,0,0,0,2,0,19,0,0,0,0,26,0,0,0,0
Antigua and Barbuda,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bhutan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Burundi,107,203,0,5,0,4,30,149,207,24,0,19,0,0,0,24,0,0,0,0
Canada,2,0,0,8,0,0,0,5,4,0,3,1,0,0,0,0,0,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,5,0,0
France,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,1,3,1,50,1,2,0,0,0,0,0,0,0,647,4,0,5,0,0,0
Ghana,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,21,48,12,0,1,0,0
Ireland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,2,0,0,0,8,0,1,2,6,33,0,5,7,1,4,1,0,0,0,0
Lebanon,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"Libya, State of",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,2,3,25,3,131,53,4,12,1,7,5,7,3,19,28,9,10,17,131,0
Mali,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mauritius,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mozambique,0,0,5,0,0,5,0,0,0,0,17,0,24,0,0,0,0,2,0,0
Namibia,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Netherlands,0,0,0,0,0,0,3,0,1,8,1,0,1,8,41,28,0,0,0,0
Netherlands Antilles,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,1,2,0,3,0,0,0,0,0,2,0,0,0,0,5,0,0,0
Norway,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
Seychelles,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Slovenia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eswatini,0,0,0,0,0,0,0,0,0,0,0,508,1950,1953,0,0,0,0,0,0
Sweden,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,29,0,1,81,33,1,1,0,0,0
Uganda,0,0,0,0,0,68,0,0,3,0,0,0,0,0,0,0,5,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",16,28,671,30,122,51,14,299,412,326,244,483,453,0,4,47,0,0,0,0
United States of America,2,1,9,0,0,5,1,0,7,3,55,0,4,0,0,0,1,0,0,0
HHI,0.640628166,0.630929616,0.532463211,0.529703811,0.295732922,0.185909102,0.976332801,0.889351892,0.95275625,0.852525831,0.921068463,0.636346186,0.733110819,0.793161138,0.946531059,0.945599295,0.304207127,0.271130443,0.789464903,0.632083078
