Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,85,36,20,21,18,56,7,1,3,10,16,14,56,15,8,23,1,2,7,12
France,20,23,8,5,1,46,0,1,0,8,16,14,56,8,0,0,1,1,7,8
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Belgium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,1,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
United States of America,2,4,3,2,0,2,5,0,0,0,0,0,0,4,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Germany,4,1,1,9,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"Taipei, Chinese",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Niger,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Spain,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Sweden,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,3,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,47,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HHI,0.426572775,0.391748502,0.159265261,0.195286691,0.117555928,0.69163621,0.212372541,1,1,0.401219067,1,1,1,0.289711617,0.202254249,0.85492792,1,0,1,0.394433378
