Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,5334,3318,9338,15449,21394,39828,32520,17535,16573,19871,16839,6846,26800,25256,44178,47882,33229,17251,21932,16877
Nigeria,2093,130,8972,13102,17784,34756,32400,15560,12063,15942,14552,6813,24266,16998,38752,36392,23082,4698,4946,8516
India,0,0,0,0,0,0,0,1526,4,20,0,0,0,8,27,617,2300,1076,9675,3469
Togo,2380,2125,18,0,0,0,0,56,0,0,0,0,0,0,158,36,112,264,267,2172
Netherlands,232,0,0,0,0,0,0,0,1079,444,0,0,694,853,836,2256,3001,3204,1380,1405
Malaysia,0,0,0,0,0,0,0,179,2739,1888,0,0,1279,6870,1477,7175,4222,6319,5168,1137
Belgium,0,16,0,0,0,0,0,0,0,125,0,0,0,56,4,33,81,90,0,102
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,235,84,0,65
United States of America,14,10,0,8,0,2,0,10,25,33,36,0,7,1,97,36,3,8,11,6
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
Gabon,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,2
France,1,0,1,0,27,10,9,5,22,35,27,25,9,96,9,2,8,105,110,1
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Equatorial Guinea,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,84,115,0
Norfolk Island,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
Canada,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
China,0,0,0,0,0,0,0,144,0,1,0,0,0,17,930,1074,0,13,249,0
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Germany,0,0,0,0,0,0,0,0,96,0,0,0,0,302,31,171,45,32,0,0
Ghana,53,446,329,2335,3582,4519,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Italy,0,0,0,0,0,0,0,0,544,0,0,0,0,2,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Moldova, Republic of",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Niger,531,101,0,0,0,537,110,0,0,0,1671,4,0,0,7,0,127,0,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Senegal,9,161,0,0,0,0,0,0,0,1381,550,2,538,1,0,0,0,15,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,0,0,1203,0,0
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
Spain,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,19,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,13,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
Burkina Faso,0,330,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0
HHI,0.40621043,0.482659889,0.930271739,0.722887535,0.640260143,0.79738306,0.992631488,0.832519542,0.624963314,0.723886815,0.781124904,0.991292618,0.856595317,0.650564003,0.84539088,0.69077674,0.616239689,0.348341923,0.380771702,0.384442385
