Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,157525,126635,143766,163923,160000,130488,291689,397611
China,26817,19673,24848,33183,32081,32153,99243,111178
India,10226,7029,4580,7354,7367,14178,27483,102071
Viet Nam,1753,1021,1835,4195,1143,169,26899,26728
Pakistan,6491,9590,4814,15724,17051,18524,29858,25238
United Arab Emirates,5639,3751,8151,11783,21208,13782,23962,24878
Canada,20520,17210,16899,15132,15418,8002,9724,19019
United States of America,32523,32644,34603,36811,32701,18904,19197,17822
South Africa,7399,2843,2569,4839,8528,6159,14224,17263
Netherlands,3529,2757,2573,1889,1925,1543,2801,12883
Zambia,800,295,218,734,640,1385,4473,8785
Belgium,7015,6489,24284,10748,3731,2373,5562,4547
Denmark,1406,2,43,3590,613,374,804,4131
Türkiye,1794,1746,1919,2025,2052,1612,2987,3912
Kenya,1729,1069,713,386,355,1099,1402,3342
"Tanzania, United Republic of",2220,526,126,303,587,96,5418,2770
Bangladesh,518,685,692,920,1470,1549,1786,2250
Italy,4145,2479,2164,2029,2046,1127,1216,1531
Sudan,0,0,0,0,0,5,8,1043
Uganda,1479,1086,727,1258,730,444,1562,1026
Tunisia,3,11,205,1077,533,609,1363,885
France,1968,1655,687,822,1237,1169,785,880
Germany,7459,7570,5374,3104,1794,834,961,804
Angola,14,17,27,104,461,101,297,611
Albania,0,0,0,0,2,0,0,474
Australia,1762,1448,1048,1008,414,291,327,370
Cambodia,92,0,2,101,4,149,721,348
Malaysia,46,187,280,218,270,132,72,251
Spain,176,570,113,144,112,104,305,238
Lithuania,0,0,237,124,237,116,372,230
United Kingdom,268,102,494,298,995,222,368,229
Niger,5,2,8,3,0,0,16,149
Thailand,1709,35,31,28,22,12,1190,136
Congo,49,2,0,7,11,3,2,114
Honduras,2,0,43,22,282,385,296,111
Rwanda,80,165,395,501,311,304,159,104
Mexico,62,14,2,0,0,1,1,103
Cameroon,23,7,37,7,19,30,4,85
"Korea, Republic of",1983,1291,511,763,1728,151,127,82
"Taipei, Chinese",157,91,3,2,34,27,9,80
Portugal,552,10,56,17,2,9,21,80
Lebanon,66,36,30,5,58,56,64,75
Benin,62,1,0,8,3,2,47,68
Switzerland,282,294,190,56,142,82,3021,62
Senegal,92,13,54,7,57,242,158,58
Ghana,47,3,3,300,7,0,64,46
Slovakia,0,0,0,0,0,0,0,44
Singapore,420,211,37,39,74,59,26,40
Côte d'Ivoire,40,30,47,205,23,123,22,38
Greece,5,5,267,8,1,6,4,35
Madagascar,39,0,0,0,0,0,2,32
Nigeria,54,95,43,19,234,105,161,31
Hungary,66,0,0,7,0,8,0,27
Togo,61,1,1,1,1,3,3,25
Malawi,59,0,0,0,0,0,0,22
Ukraine,0,0,0,0,10,0,21,21
Lesotho,0,5,3,1,12,32,151,20
"Hong Kong, China",71,23,26,55,13,111,89,19
Morocco,326,10,145,41,16,17,14,19
Poland,1588,748,548,505,283,165,3,15
Egypt,16,16,38,85,37,8,21,14
Sweden,60,44,32,448,68,88,46,13
Japan,195,42,16,159,315,30,108,11
Sierra Leone,0,1,0,0,21,0,23,11
Austria,4,4,0,0,0,0,0,10
Norway,3,82,15,12,9,717,1067,10
Burkina Faso,3,0,0,0,0,3,9,8
Burundi,1,37,0,209,174,1,0,6
Mali,18,3,1,0,1,4,34,6
Czech Republic,35,56,11,21,0,0,0,5
Oman,6,1,0,1,0,0,0,4
Azerbaijan,0,0,0,0,0,0,0,3
Bhutan,0,0,0,0,0,0,0,3
Djibouti,0,0,0,0,0,0,0,3
Kuwait,0,5,0,0,1,0,0,3
Saudi Arabia,120,4,1,1,1,323,110,3
Brazil,7,0,5,1,11,0,4,2
Gambia,28,0,0,0,20,3,0,2
