Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,10256,11402,18520,23490,20465,20044,22530,30541,34561,41763,44779,54119,45659,52536,50481,39512,49502,41017,34517,40424
China,3203,3531,5510,5470,6654,5612,8313,9474,10493,17226,16111,21271,22041,24019,22520,21067,27246,26188,20496,26553
Spain,647,711,1215,1281,1362,2059,1121,1329,1749,1738,2316,2459,2143,2673,3200,2519,2854,1531,2871,3469
India,823,1203,1109,1196,1372,1756,1578,2622,2840,5047,3347,4617,3508,3737,3738,3405,3972,2578,2678,2127
Italy,1096,968,1600,4157,3183,3300,1806,2637,3456,4779,6377,9313,4844,5628,6857,2884,3177,2698,1606,1554
United States of America,854,159,1599,539,1600,581,1762,3142,1181,1984,5953,2479,1298,4540,2494,1145,1200,542,1399,1509
Germany,977,681,1668,3310,1507,2328,1521,1254,2343,1867,2050,3093,1446,1554,1633,2894,1214,1547,568,590
Portugal,39,0,65,0,294,104,117,206,43,179,182,72,166,552,224,102,426,294,261,540
Türkiye,22,47,10,117,381,44,155,802,183,348,906,518,1109,887,2154,849,354,166,240,388
"Taipei, Chinese",68,69,99,287,110,87,136,118,313,255,246,469,458,364,392,336,274,253,250,313
Finland,42,1,10,3,66,12,17,10,1471,76,36,19,78,211,64,54,11,32,23,285
United Kingdom,833,1545,1221,1337,555,538,1251,1204,877,1791,568,2860,954,1097,540,436,310,367,434,271
Viet Nam,0,0,0,0,0,0,0,3,6,1,44,198,32,14,7,398,345,785,94,267
Japan,311,320,369,334,266,491,368,669,1007,522,457,555,914,263,171,324,518,376,293,251
Sweden,299,240,355,842,660,1112,1709,1402,1404,1621,2533,1413,1864,2433,917,555,484,176,253,229
Norway,6,1,0,2,4,14,3,5,4,34,5,272,47,8,0,3,0,13,5,213
France,146,295,433,96,382,224,372,2709,4176,469,589,615,229,737,596,209,2257,284,292,175
Poland,0,3,52,10,15,14,24,123,191,169,33,600,332,472,127,205,345,224,272,170
Thailand,1,34,55,20,84,65,208,411,309,182,94,188,372,152,62,37,151,106,56,155
Belgium,82,79,299,451,87,41,33,101,116,31,54,88,210,297,141,71,341,37,72,152
Mexico,0,0,0,0,0,11,4,319,3,179,181,94,15,20,94,5,8,103,143,117
Netherlands,90,198,360,462,134,151,157,101,137,198,293,126,351,590,443,418,293,221,81,108
Pakistan,5,22,4,5,1,10,19,4,13,30,11,28,80,51,98,191,147,123,116,92
Switzerland,200,83,178,81,245,106,135,100,73,59,195,149,77,28,163,31,81,143,57,89
Colombia,0,0,73,65,317,132,274,69,166,258,550,243,344,454,0,1,79,117,114,87
United Arab Emirates,19,112,988,2114,34,32,113,116,91,69,115,213,117,148,129,84,52,193,125,80
Australia,131,0,8,14,10,5,156,232,136,291,58,57,166,365,259,12,20,30,73,79
"Korea, Republic of",40,65,69,26,39,100,105,133,446,165,107,175,309,110,255,247,233,173,77,75
South Africa,29,48,80,185,289,94,58,147,206,423,538,75,71,113,72,71,118,40,68,65
Kenya,13,69,15,37,12,22,4,9,46,4,15,49,18,114,9,11,646,276,171,62
Canada,2,18,35,7,18,48,68,10,300,593,33,221,1058,119,690,177,1414,229,382,58
Israel,6,254,97,100,151,99,14,12,44,61,27,28,19,31,588,38,70,21,28,45
Brazil,11,18,104,0,112,22,95,163,133,105,124,70,122,77,110,168,1,16,16,36
Egypt,4,36,37,74,123,158,148,126,120,90,60,141,268,67,1,4,2,41,0,31
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,3,8,32,26,21,50,30,39,26
Czech Republic,0,0,44,9,46,27,114,44,2,411,44,200,53,22,13,49,29,42,18,24
Saudi Arabia,35,31,33,78,0,6,7,23,27,18,5,4,14,104,6,208,58,17,45,16
Slovenia,0,0,0,7,0,0,0,0,17,0,0,5,2,2,6,1,6,2,0,16
Djibouti,0,4,64,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15
Denmark,38,29,274,53,125,70,58,64,33,31,80,156,21,21,30,25,46,60,13,12
Austria,0,0,2,2,9,53,9,129,32,13,14,33,33,42,22,143,151,14,21,11
"Tanzania, United Republic of",0,0,0,0,0,2,26,0,15,1,0,20,17,9,15,0,1,0,0,11
"Korea, Democratic People's Republic of",35,0,3,21,5,67,6,2,3,1,3,0,0,0,0,1,1,0,0,8
Greece,25,8,11,2,6,5,19,16,2,55,1,19,71,2,3,1,25,3,14,8
"Hong Kong, China",1,2,1,22,4,1,4,6,14,4,16,16,19,34,568,12,10,14,3,7
Lebanon,0,0,0,4,0,1,1,5,2,0,0,0,0,1,0,0,2,1,0,5
Philippines,0,0,0,0,0,2,0,3,0,23,0,0,3,10,8,1,5,2,0,4
Nigeria,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3
Argentina,0,3,0,4,1,2,0,1,10,3,38,0,9,4,7,1,26,0,0,2
Bahrain,0,0,0,0,0,0,0,9,13,0,0,0,57,0,0,0,0,0,0,2
Bosnia and Herzegovina,0,0,0,2,0,0,0,17,3,17,0,2,28,1,2,2,0,1,3,2
Indonesia,4,2,7,14,16,0,1,7,12,9,18,0,2,16,17,14,25,7,1,2
Malaysia,44,1,3,1,6,0,4,4,20,13,35,17,5,6,80,19,63,3,5,2
Romania,0,1,0,0,3,1,0,1,2,6,8,0,7,2,32,0,45,18,18,2
Georgia,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1
Hungary,0,1,0,0,1,52,7,2,115,12,5,32,13,71,19,4,8,21,9,1
Mozambique,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,1
Russian Federation,0,0,0,2,0,34,6,1,0,196,56,342,23,5,5,0,3,2,1,1
Serbia,0,0,0,0,0,1,0,0,2,0,2,0,4,0,0,0,14,320,0,1
Singapore,0,0,2,3,2,2,5,4,1,2,64,42,46,0,710,1,3,24,180,1
Eswatini,0,0,193,4,9,25,116,0,66,4,8,143,0,3,102,2,9,17,0,1
Botswana,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Senegal,0,9,1,15,0,0,0,0,11,0,0,2,0,0,1,0,1,0,1,0
Christmas Island,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Norfolk Island,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tokelau,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Albania,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0
Algeria,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,1,0,5,0,0,1,9,3,2,0,0,0,0,0
Angola,0,0,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,154,0,0,2,2,1,0,0,1,116,257,140,0
Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Bolivia, Plurinational State of",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,0,0,2,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0
Bulgaria,0,0,2,0,6,10,0,0,0,0,1,0,0,35,0,1,0,6,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Burundi,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,0,0,0,0,0,0,0,0,0,1,0,0,86,0,0,0,0,0,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,9,11,0,4,0,23,1,0,0,5,0
Central African Republic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Congo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Cook Islands,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cuba,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Dominica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Ecuador,2,39,17,0,17,5,14,7,22,3,2,1,43,13,4,0,2,0,1,0
El Salvador,0,0,0,0,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fiji,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,2,0,0,0,0,0,4,2,0,0,0,3,2,0,87,1,0
Grenada,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iceland,1,0,5,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
"Iran, Islamic Republic of",24,0,0,68,131,202,44,9,0,7,0,1,3,0,0,0,111,0,0,0
Ireland,0,0,0,1,0,12,37,2,22,0,4,37,0,2,2,2,1,1,7,0
Côte d'Ivoire,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Jordan,0,0,53,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,5,0
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mauritius,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,4,14,18,0
Oman,0,0,2,0,0,0,0,0,5,15,59,188,0,105,0,2,0,0,171,0
Namibia,0,0,0,2,0,0,142,0,0,4,0,0,0,0,3,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
New Caledonia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,5,0,4,0,5,0,0,0,3,0,0,0,2,0,0
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,4,5,20,0,0,0,0,0,99,0,0
Panama,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Papua New Guinea,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,1,2,0,51,0,0,0,0,0,0,0,1,0
Rwanda,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
Anguilla,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,0,20,34,37,4,27,27,0,4,15,0,0,1,8,7,1,3,10,1,0
Zimbabwe,0,105,1,44,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0,10,11,1,1,1,2,0,0,0,0,0
Sudan (before 2012),0,292,0,0,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0
Suriname,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,0,0,2,0,2,0,0,0,1,18,0,10,5,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,1,5,0,0,2,2,0,7,0,6,1,1,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Uganda,2,2,11,16,0,0,0,250,1,2,2,4,0,0,0,0,0,0,169,0
Ukraine,0,0,20,0,0,0,18,0,0,0,0,17,1,5,0,7,15,15,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
Uruguay,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yemen,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,28,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HHI,0.277311441,0.276195646,0.26357971,0.258017706,0.292538501,0.286081427,0.327807687,0.281804187,0.283880471,0.380619426,0.34850321,0.376007431,0.442601565,0.41849117,0.412231213,0.492080627,0.508471672,0.599050013,0.552801258,0.618051306
