Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,1047,581,1435,331,189,200,0,0,1337,4952,62813,64608,90579,126944,30386,32324,50334,49718
Viet Nam,0,0,0,0,0,0,0,0,0,465,34080,20983,48587,18727,15979,18653,28536,32010
China,0,0,234,0,4,16,0,0,693,4202,20970,16634,35027,12788,10044,8204,11684,7289
South Africa,21,8,9,0,0,30,0,0,0,0,91,179,70,4,4,2,1111,2529
Portugal,58,97,93,94,0,18,0,0,83,0,1285,20120,3048,673,1890,1683,2949,1811
Türkiye,56,57,65,44,0,78,0,0,60,0,147,1854,765,264,113,1895,1093,1478
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1312
United Arab Emirates,0,0,0,0,0,0,0,0,0,9,699,2400,647,490,244,219,1202,994
Namibia,0,4,0,0,0,0,0,0,0,11,8,0,3,298,281,34,611,861
Spain,0,88,199,11,0,0,0,0,0,26,101,59,187,77,527,34,434,616
France,0,7,303,44,0,0,0,0,0,74,208,155,236,249,347,249,319,245
Belgium,0,13,0,10,0,0,0,0,0,0,77,21,157,33,104,392,184,116
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,102
United States of America,132,13,90,0,31,0,0,0,12,22,3719,370,102,3,55,38,68,79
Pakistan,0,0,0,0,0,0,0,0,0,0,0,14,85,0,0,0,134,67
Italy,442,259,342,87,99,34,0,0,424,144,99,352,324,125,156,97,54,64
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,13,6,10,16,85,37,315,44
Greece,0,0,0,0,0,0,0,0,0,0,0,26,37,0,63,34,0,24
Congo,307,0,20,0,0,0,0,0,0,0,1,0,0,0,2,0,1095,23
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Denmark,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
Mauritius,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,0,9
Germany,0,1,0,41,18,0,0,0,0,0,1,118,0,0,0,1,3,4
Israel,0,0,0,0,0,0,0,0,0,0,0,3,0,0,290,416,151,3
United Kingdom,4,4,1,0,0,0,0,0,0,0,3,303,8,1,1,18,21,2
Brazil,0,1,5,0,0,0,0,0,0,0,5,1,2,1,11,4,0,1
Cuba,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,5,18,1
Lebanon,0,0,0,0,0,0,0,0,0,0,27,346,158,0,0,14,0,1
Australia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Gabon,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0
Netherlands,4,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0
Norway,5,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,408,466,685,37,75,44,49,0
Chad,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Korea, Democratic People's Republic of",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0
Bahamas,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,117,74,1,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,0,0
Canada,0,0,4,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0
Cabo Verde,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
Colombia,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
