Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,12771,12950,16597,0,23402,73263,58826,28917,0,0,0,0,0,7,0,2,0,0
Norfolk Island,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Angola,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Argentina,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,86,137,99,0,3,0,31,140,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,519,881,1080,0,561,336,126,245,0,0,0,0,0,0,0,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,76,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Chile,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0
China,0,0,0,1,16,0,422,263,33,163,0,0,0,0,0,0,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,7,0,27,0,1,4,0,0,0,0,0,0,0,0,0,0
France,0,0,80,43,177,0,250,404,253,160,0,0,0,0,0,0,0,0,0,0
Germany,0,0,35,6,1,0,9,0,23679,51,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,126,8,0,0,0,0,0,0,0,0,0,0
Italy,0,0,66,16,63,0,14,1,40,24,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Latvia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,2,0,40,4,0,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,2648,2778,2381,0,2153,11228,4904,4467,0,0,0,0,0,0,0,0,0,0
Niger,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Peru,0,0,0,1,18,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,8028,7186,10350,0,9061,24125,15842,19319,0,0,0,0,0,0,0,2,0,0
Guinea-Bissau,0,0,0,0,0,0,17,14,21,8,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Anguilla,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,3,537,637,0,11,21,96,13,0,0,0,0,0,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,2,2,0,4,0,5,10,0,0,0,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0
Slovenia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,3,7,0,1,0,3,7,0,0,0,0,0,0,0,0,0,0
Spain,0,0,1002,906,1655,0,10747,36803,13428,3884,0,0,0,0,0,7,0,0,0,0
Sweden,0,0,0,12,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,21,75,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,10,12,0,1,0,2,22,0,0,0,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,4,12,9,0,18,3,4,5,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,293,335,55,0,85,65,122,186,0,0,0,0,0,0,0,0,0,0
Uruguay,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0.540966383,0.497948974,0.567284147,0,0.513023994,0.455890858,0.439567947,0.651464285,0,0,0,0,0,1,0,1,0,0
