Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,538,1484,1317,591,761,528,1402,1772
China,142,695,282,98,141,333,456,818
United States of America,278,278,740,228,152,0,333,531
Belgium,37,249,113,43,161,8,113,102
United Arab Emirates,24,120,21,18,33,38,176,77
Indonesia,0,0,3,0,0,0,0,53
India,0,9,1,1,93,31,45,31
Morocco,0,0,0,0,0,0,0,26
Norway,0,0,0,0,0,0,0,19
Thailand,0,0,0,0,0,0,0,19
Türkiye,0,3,0,1,5,7,5,17
Angola,0,0,0,0,0,0,4,14
Tunisia,0,0,0,0,0,0,0,12
Zambia,5,0,7,15,4,0,20,12
Argentina,0,0,0,0,0,0,0,7
Greece,0,0,1,0,0,0,0,7
"Hong Kong, China",0,5,1,0,0,0,1,6
Singapore,0,0,6,0,2,0,12,6
Uganda,1,0,0,0,0,2,0,6
Malaysia,5,1,0,0,0,0,0,5
Canada,0,0,0,0,0,0,0,1
France,0,19,3,42,0,0,19,1
Brazil,1,37,0,0,0,0,0,0
Bulgaria,0,0,0,0,8,0,0,0
Cameroon,0,0,1,0,0,0,0,0
Ecuador,0,0,0,2,0,0,0,0
Gabon,0,0,11,0,0,0,0,0
Germany,0,5,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,2,0
Italy,0,2,0,0,24,0,0,0
Kenya,0,4,0,0,1,6,3,0
"Korea, Republic of",0,14,1,6,3,0,0,0
Lebanon,0,1,3,18,16,11,5,0
Namibia,0,1,0,0,0,0,0,0
Nigeria,0,0,0,0,3,0,13,0
Viet Nam,0,0,7,0,0,0,4,0
South Africa,17,28,39,6,21,1,47,0
Spain,0,2,0,3,7,92,125,0
Sweden,0,0,0,0,0,0,1,0
Switzerland,27,0,22,4,0,0,0,0
Egypt,0,0,0,0,2,0,0,0
United Kingdom,1,12,53,103,85,0,13,0
"Tanzania, United Republic of",0,0,2,3,2,0,6,0
HHI,0.41179579,0.401714042,0.497698904,0.29186488,0.206212537,0.505118912,0.286096489,0.433132031
