Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,10,0,0,2,5,3,0,3,0,0,0,0,54,77,62,65,30,8
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,22,19,1
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
France,10,0,0,2,5,3,0,3,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,11,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
HHI,1,0,0,1,1,1,0,1,0,0,0,0,0.307580848,0.139901728,0.020014548,0.361363954,0.084364644,0.17260394
