Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,5631,3945,3831,6809,7330,6014,1942,4254,37219,217652,25978,10258,30387,10188,198985,49519,18959,3982,8388,18723
South Africa,3540,3586,2939,6230,373,802,619,3051,6533,1709,4169,1589,907,4431,791,16164,1592,432,4064,11021
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3131
United States of America,1818,113,600,163,569,4092,304,440,3431,14864,3753,3187,25190,2174,1613,873,2069,520,248,1280
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018
United Arab Emirates,2,2,4,9,3,1,13,3,3,4108,625,116,1818,258,164,28,1315,51,1112,984
China,55,0,129,352,195,195,38,296,25330,188991,13661,3313,552,2609,194448,29985,170,947,1408,513
United Kingdom,26,202,52,22,45,326,160,58,100,84,61,157,66,68,255,276,341,131,133,411
France,0,0,17,0,0,11,6,0,24,0,70,0,32,10,101,56,11,54,0,348
Belgium,0,0,0,0,0,0,6,1,1,13,0,10,6,6,5,81,1,6,14,9
Canada,0,0,17,0,4,62,9,51,763,423,144,4,24,64,468,137,94,66,18,3
Botswana,0,0,0,0,5426,0,237,0,109,0,0,0,0,6,0,887,27,0,0,2
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2
Spain,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Australia,0,0,0,0,2,3,2,22,23,9,16,25,0,4,0,0,21,1,0,0
Austria,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
Denmark,2,2,2,0,0,0,3,0,0,10,2,4,0,28,3,0,6,0,0,0
Ethiopia,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Germany,0,6,10,0,0,0,46,0,10,21,2,52,17,21,60,20,72,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,2,0,3,115,9,2,16,216,5,0,2,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,678,8709,685,4,0
