Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,47013,41959,39129,34422,35100,60601,101290,96522
Spain,3612,2650,2297,3510,3668,6180,12419,16157
China,5899,6231,5028,2972,4024,4939,5962,15657
United States of America,846,2635,2014,1890,4327,3767,39166,14360
South Africa,4512,2444,1991,5996,5796,4053,9658,11604
Belgium,7150,6656,6964,6820,6350,6916,9647,10043
Kenya,413,509,167,1275,1615,1724,5161,9524
France,7820,8294,7385,5297,2378,2373,3684,6095
Italy,241,455,2908,777,722,25013,4240,2415
India,475,421,417,296,819,524,2055,1521
United Arab Emirates,500,279,400,107,197,227,836,1445
Cameroon,50,0,770,151,264,117,560,1247
Côte d'Ivoire,1747,1756,1586,507,1002,274,398,848
Netherlands,103,154,150,575,301,436,963,796
Türkiye,2830,1796,1664,1271,682,818,1048,617
Denmark,743,252,591,154,659,921,1498,520
Lebanon,499,274,188,258,185,216,224,482
Uganda,7372,5166,3296,444,65,52,31,323
United Kingdom,59,20,2,948,149,123,604,307
Tunisia,0,0,2,0,0,0,165,299
Canada,9,1,2,0,0,0,0,282
"Taipei, Chinese",0,0,0,0,266,447,454,271
Germany,9,40,20,120,348,156,245,218
Zambia,113,134,106,77,99,144,237,212
Russian Federation,0,0,0,153,59,360,460,175
Senegal,0,11,2,274,757,193,271,164
Angola,0,1,2,5,4,30,14,149
Guinea,0,0,0,0,0,0,0,147
Malta,358,314,185,189,97,60,147,144
Malaysia,313,111,52,79,86,66,96,120
Ireland,351,71,0,0,0,0,461,95
Greece,0,2,2,3,3,7,0,40
Colombia,0,2,0,0,0,7,13,38
"Tanzania, United Republic of",50,10,69,5,1,0,216,33
Japan,0,0,2,2,0,0,10,24
Nigeria,0,26,0,10,0,12,0,20
Poland,0,2,0,3,64,0,76,14
Bahrain,0,0,0,0,0,0,0,13
Czech Republic,0,0,0,0,0,0,0,12
Switzerland,30,77,2,7,2,2,16,12
Mexico,0,0,1,0,0,0,0,11
Rwanda,28,1,1,18,21,20,50,10
Croatia,0,0,0,0,0,0,0,9
Thailand,27,1,1,2,0,3,0,7
Bangladesh,6,0,0,0,1,0,0,6
Djibouti,0,0,0,0,0,0,0,5
Pakistan,83,42,120,0,0,15,14,5
Portugal,21,5,4,6,2,0,0,5
Eswatini,0,0,0,0,0,0,0,5
Chile,0,0,0,0,0,0,0,4
Indonesia,0,0,1,0,1,0,24,4
Mauritania,0,0,0,0,0,1,3,4
Romania,0,0,0,0,0,3,3,4
Ghana,24,716,648,0,0,0,0,2
"Korea, Republic of",3,1,10,2,0,0,5,1
Ukraine,0,0,0,0,0,2,91,1
Burkina Faso,0,0,0,0,0,0,0,1
Albania,0,0,0,0,1,0,0,0
Algeria,0,0,2,0,0,0,0,0
Austria,3,0,0,0,0,0,0,0
Brazil,280,112,66,58,31,42,5,0
Bulgaria,0,0,0,0,2,1,0,0
Sri Lanka,0,0,0,0,0,0,47,0
Congo,0,0,2,0,0,0,0,0
Cyprus,0,0,0,0,0,1,0,0
Benin,13,0,0,0,0,0,0,0
Haiti,0,0,0,0,0,333,0,0
"Hong Kong, China",9,1,1,2,9,2,0,0
Hungary,2,0,0,0,0,0,0,0
Iceland,32,0,0,0,0,0,0,0
Jordan,19,0,0,0,4,0,0,0
Madagascar,25,163,0,0,0,0,0,0
Mali,0,0,0,0,6,0,0,0
Morocco,253,1,2,0,0,0,0,0
Oman,0,3,0,0,0,0,0,0
Niger,51,0,0,0,0,0,0,0
Norway,0,1,0,0,0,0,0,0
Singapore,26,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,2,0,0
Zimbabwe,2,0,0,0,0,0,0,0
Egypt,1,115,6,157,31,19,11,0
HHI,0.22047228,0.225706433,0.212617812,0.218386251,0.206783755,0.363151356,0.338322849,0.240650963
