Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Total,25,5,3,0,31,4,5,226,5,3,1,13,56,2,36,3,63,1,1,227
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,213
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
Burkina Faso,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Benin,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,1,0,1,0,26,0,0,0,0,3,0,7,0,0,36,0,0,0,0,0
Germany,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iran, Islamic Republic of",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
Senegal,0,0,0,0,0,1,0,9,5,0,0,0,0,1,0,0,0,0,0,0
India,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
United States of America,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.72680398,1,0,0,0.501789652,0.284959256,1,0.904362272,1,1,1,0.210157754,0.329265822,0,1,1,0.893388639,1,1,0.85823326
