Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,125,65,58,5,12,27,24,8,32,4,50,207,149,9,2,24,2175,4,106,6
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,6
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Belgium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,4,4,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
France,99,65,49,3,11,21,11,1,30,0,0,162,0,1,0,8,21,0,0,0
Germany,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Ghana,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Italy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,2,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0
Switzerland,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United States of America,1,0,0,0,0,0,0,0,0,0,47,45,0,1,0,0,0,0,0,0
Burkina Faso,15,0,0,1,0,5,3,2,2,3,2,0,0,0,0,0,0,0,0,0
HHI,0.693891501,1,0.659734384,0.385640646,0.72838822,0.527687242,0.213351648,0.059038168,0.793716712,0.284959256,0.860554101,0.358950482,1,2.63E-16,0,0.226654188,0.974351592,1,1,1
